Tên thương phẩm,Hoạt chất,Nhóm,Công ty đăng ký,Cây trồng,Dịch hại,Ghi chú sửa đổi
"Tvpyrafos 250SL, 750WP",Thiosultap-sodium (Nereistoxin) (Monosultap) (min 95%),Thuốc trừ bệnh,Công ty TNHH Hóa chất và TM Trần Vũ,lạc,sâu khoang,
"Vietdan 3.6GR, 29SL, 95WP",Thiosultap-sodium (Nereistoxin) (Monosultap) (min 95%),Thuốc trừ bệnh,Công ty CP Thuốc BVTV Việt Trung,lúa; sâu đục,sâu đục thân; thân; trĩ,
"Vinetox 5GR, 18SL, 95SP",Thiosultap-sodium (Nereistoxin) (Monosultap) (min 95%),Thuốc trừ bệnh,Công ty CP Thuốc sát trùng Việt Nam,cà phê; lúa,sáp; sâu cuốn lá; sâu đục thân,
"Vi Tha Dan 18 SL, 95WP",Thiosultap-sodium (Nereistoxin) (Monosultap) (min 95%),Thuốc trừ bệnh,Công ty TNHH Việt Thắng,lúa,bọ trĩ; sâu cuốn lá; sâu đục thân lúa,
Vatradin 0.5SL,Veratramine (min 95%),Thuốc trừ bệnh,Công ty CP Nông dược Việt Nam,chè,rầy xanh,
Nematodie GR,Verticillium chlamydosporium ZK7,Thuốc trừ bệnh,Công ty CP ACE Biochem Việt Nam,cà chua; hồ tiêu,tuyến trùng,
Garlinker 5ME,Allicin,Thuốc trừ bệnh,"Chengdu Newsun Crop Science Co., Ltd",cải bắp,thối nhũn,
Agrilife 100 SL,Ascorbic acid 2.5% + Citric acid 3.0% + Lactic acid 4.0%,Thuốc trừ bệnh,Công ty CP Hợp Trí Summit,bắp cải; cà tím; lúa; lúa (xử lý hạt giống); mướp; thanh long; xoài; đốm; ớt,bạc lá; héo xanh; lem lép hạt; lá; lúa von; thán thư; thối nhũn vi khuẩn; đốm mắt cua,
Som 5 SL,Acrylic acid 4% (40g/l) + Carvacrol 1% (10g/l),Thuốc trừ bệnh,Công ty TNHH Nam Bắc,cà; dưa chuột; lúa; xà lách; ớt,bạc lá; giả sương mai; khô vằn; mốc xám; thán thư; đạo ôn,
Stargolg 5SL,Acrylic acid 4% (40g/l) + Carvacrol 1% (10g/l),Thuốc trừ bệnh,Công ty CP Hóa Nông Mỹ Việt Đức,lúa; ớt,bạc lá; khô vằn; lem lép hạt; thán thư; đạo ôn,
Bion 50 WG,Acibenzolar-S-methyl (min 96%),Thuốc trừ bệnh,Công ty TNHH Syngenta Việt Nam,lúa,bạc lá,
Abenix 10SC,Albendazole (min 98.8%),Thuốc trừ bệnh,Công ty CP Nicotex,hồ tiêu; lúa,lem lép hạt; thán thư; vàng lá; vàng lá vi khuẩn; đạo ôn,
Masterapc 600WG,Albendazole 100g/kg + Tricyclazole 500g/kg,Thuốc trừ bệnh,Công ty CP Quốc tế APC Việt Nam,lúa,lem lép hạt,
Gekko 20SC,Amisulbrom (min 96.5%),Thuốc trừ bệnh,Công ty TNHH Nissei Corporation Việt Nam,bắp cải; cam; cà chua; dưa chuột; hồ tiêu; mít; sầu riêng; ớt,chết nhanh; giả sương mai; sưng rễ; sương mai; xì mủ,
Amtech 100EW,Anacardic acid,Thuốc trừ bệnh,Công ty CP Nông nghiệp HP,cam; chè; cà chua; cà tím; cải bắp; cải thảo; dâu tây; dưa chuột; dưa lưới; hành; lúa; nho; thanh long; vải; xoài; ớt,giả sương mai; héo xanh; lem lép hạt; loét; mốc sương; mốc xám; sương mai; thán thư; thối búp; thối nhũn; đốm vòng,
Amistar® 250 SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Syngenta Việt Nam,ca cao; cam; chuối; cà chua; dưa hấu; khoai tây; sầu riêng; thanh long; vải; xoài; ớt,lở cổ rễ; mốc sương; sương mai; thán thư; thối quả; đốm lá sigatoka; đốm nâu; đốm vòng,
Amistic 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP Fujisan Nhật Bản,dưa hấu,giả sương mai,
Anpro 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP Tập đoàn Lộc Trời,cà chua; vải; xoài,thán thư; đốm vòng,
Asiwon 50WG,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP Agri Shop,nho,sương mai,
Astro 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,"Hextar Chemicals Sdn, Bhd",sầu riêng; ớt,thán thư,
Azo-elong 350SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP Tập đoàn King Elong,lúa,lem lép hạt,
Azony 25SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH TM và SX Ngọc Yến,cam; lúa; thán; xoài,khô vằn; sẹo; thư; đạo ôn,
Azoxytop 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH BVTV Thảo Điền,lạc,đốm nâu,
Clodac 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH BVTV Việt Thái,chuối,đốm lá sigatoka,
Envio 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP Hợp Trí Summit,dưa hấu; lúa; sương; thanh long; thán; xoài; đốm,lem lép hạt; mai; nâu; thư,
Hametar 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Sản phẩm Công nghệ cao,cà chua,sương mai,
Hiache 23SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH World Vision (VN),nho; xoài,thán thư,
Majestic 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH MTV BVTV Thạnh Hưng,xoài,thán thư hoa,
Mission 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Western Agrochemicals,hoa hồng; khoai tây,mốc sương; phấn trắng,
Overamis 300SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Nam Bắc,lúa; xoài,lem lép hạt; thán thư; đạo ôn,
Oxystar 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Minh Hòa Phát,hoa cúc,rỉ sắt,
Sam Robin 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP SAM,xoài,thán thư,
Sinstar 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Sinon Corporation,lúa,đạo ôn,
Sixoastrobin 25SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Sixon,lạc,đốm lá,
Solani 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Gap Agro,xoài; ớt,thán thư,
Star.dx 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP Đồng Xanh,dưa hấu; lúa; xoài; ớt,khô vằn; lem lép hạt; thán thư; đạo ôn,
Suzuko 300SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Tấn Hưng Việt Nam,cà phê,thán thư,
Trobin 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty TNHH Phú Nông,cam; lúa; xoài,ghẻ nhám; khô vằn; thán thư; đạo ôn,
Tvazostartop 300SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,Công ty CP Nông dược Unichem Việt Nam,cà phê,thán thư,
XinAzo 250SC,Azoxystrobin (min 93%),Thuốc trừ bệnh,"Anhui Guangxin Agrochemical Co., Ltd",xoài,thán thư,
Anorka Axo 600WG,Azoxystrobin 250g/kg + Boscalid 350g/kg,Thuốc trừ bệnh,Công ty TNHH UPL Việt Nam,ớt,thán thư,
Dosam - Goal 450SC,Azoxystrobin 300g/l + Boscalid 150g/l,Thuốc trừ bệnh,Công ty CP Nông dược Quốc tế Nhật Bản,cam; thanh long; xoài,sẹo; thán thư; đốm nâu,
Ameed Plus 560SC,Azoxystrobin 60g/l + Chlorothalonil 500g/l,Thuốc trừ bệnh,"Jiangyin Suli Chemical Co., Ltd",cà chua; cà phê; dưa chuột; giả sương; ớt,mai; rỉ sắt; sương mai; thán thư,
Mighty 560SC,Azoxystrobin 60g/l + Chlorothalonil 500g/l,Thuốc trừ bệnh,Công ty TNHH Alfa (Sài gòn),dưa chuột,sương mai,
Nowa 560SC,Azoxystrobin 60g/l + Chlorothalonil 500g/l,Thuốc trừ bệnh,Công ty TNHH Danken Việt Nam,cà chua,đốm vòng,
Avial 660SC,Azoxystrobin 60 g/l + Chlorothalonil 600 g/l,Thuốc trừ bệnh,Agria S.A,cà phê; xoài,rỉ sắt; thán thư,
Azoxygold 600SC,Azoxystrobin 100g/l + Chlorothalonil 500g/l,Thuốc trừ bệnh,Công ty TNHH Hóa sinh Mùa Vàng,cam; lúa; thanh long; xoài,lem lép hạt; sẹo; thán thư; đốm nâu,
Kata-top 600SC,Azoxystrobin 100g/l + Chlorothalonil 500g/l,Thuốc trừ bệnh,Công ty CP Hoá chất Nông nghiệp và Công nghiệp AIC,hoa hồng,phấn trắng,
Ortiva® 600SC,Azoxystrobin 100g/l + Chlorothalonil 500g/l,Thuốc trừ bệnh,Công ty TNHH Syngenta Việt Nam,cao su; cà chua; cà phê; dưa chuột; dưa hấu; xoài; ớt,giả sương mai; nấm hồng; nứt vỏ khô mủ; rỉ sắt; sương mai; thán thư; vàng rụng lá; đốm lá; đốm vòng,
Kempo 790SC,Azoxystrobin 90g/l + Chlorothalonil 700g/l,Thuốc trừ bệnh,Công ty TNHH Trường Thịnh,dưa hấu,sương mai,
One clear 50WG,Azoxystrobin 20% + Cymoxanil 30%,Thuốc trừ bệnh,Công ty TNHH Master AG,hoa hồng,phấn trắng,
Kingstar 280SC,Azoxystrobin 200g/l + Cyproconazole 80g/l,Thuốc trừ bệnh,"Shandong Weifang Rainbow Chemical Co., Ltd",hoa hồng; lạc,phấn trắng; đốm đen,
Nizoxy 280SC,Azoxystrobin 200g/l + Cyproconazole 80g/l,Thuốc trừ bệnh,Công ty CP Nicotex,điều,thán thư,
Cyat 525WG,Azoxystrobin 200g/kg + Cyproconazole 75g/kg + Trifloxystrobin 250g/kg,Thuốc trừ bệnh,Công ty CP Nông Tín AG,lúa,lem lép hạt,
Runmun 300SC,Azoxystrobin 200 g/l + Cyazofamid 100 g/l,Thuốc trừ bệnh,Công ty TNHH Nam Bắc,hoa hồng,phấn trắng,
Famid Bgo 40SC,Azoxystrobin 25% + Cyazofamid 15%,Thuốc trừ bệnh,Công ty TNHH Nông nghiệp Công nghệ xanh Bắc Giang,dưa hấu,giả sương mai,
Myscole 30SC,Azoxystrobin 11.5% + Difenoconazole 18.5%,Thuốc trừ bệnh,Công ty CP Công nghệ cao Kyoto Japan,hoa hồng,sương mai,
Takatop 325SC,Azoxystrobin 125g/l + Difenoconazole 200g/l,Thuốc trừ bệnh,Công ty CP Hóa sinh Takashi Nhật Bản,hoa hồng,phấn trắng,
Astro-Top 29.6SC,Azoxystrobin 18.2% + Difenoconazole 11.4%,Thuốc trừ bệnh,Công ty TNHH TM DV XNK Global Ecotech,cà phê,thán thư,
Bizol 29.6SC,Azoxystrobin 18.2% + Difenoconazole 11.4%,Thuốc trừ bệnh,Công ty TNHH Dịch vụ Tư vấn Nông nghiệp Biopesticide,cà phê,rỉ sắt,
Trobin Master 29.6SC,Azoxystrobin 18.2% + Difenoconazole 11.4%,Thuốc trừ bệnh,Công ty TNHH Agro Việt,cà phê,thán thư,
Azoagri 30SC,Azoxystrobin 19% + Difenoconazole 11%,Thuốc trừ bệnh,Công ty CP TM SX - XNK Otuksa Nhật Bản,cà phê,thán thư,
Vitrobin 320SC,Azoxystrobin 200g/l + Difenoconazole 120g/l,Thuốc trừ bệnh,Công ty CP VTNN Việt Nông,lúa,đạo ôn,
Azobin gold 32.5SC,Azoxystrobin 20% + Difenoconazole 12.5%,Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV Thiên Bình,cà phê,rỉ sắt,
Adiconstar 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,"Shandong Weifang Rainbow Chemical Co., Ltd",cà phê; hồ tiêu; lạc,chết cây con; thán thư,
Afenzole 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,"United Plant Protection Co., Limited",cà phê,thán thư,
Amistar Top® 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Syngenta Việt Nam,cao su; cà phê; hoa hồng; hồ tiêu; lúa; lạc; ngô,chết cây con; khô nứt vỏ; khô vằn; lem lép hạt; phấn trắng; rỉ sắt; thán thư; vàng lá; đạo ôn; đốm lá lớn,
Amylatop 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH SX và KD Tam Nông,cao su; hoa hồng; lúa; lạc; phấn,chết cây con; khô vằn; lem lép hạt; trắng; vàng rụng lá; đạo ôn,
Angold 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH DVNN Lộc Trời,khoai tây,mốc sương,
Artivar Helmer 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH B.Helmer,cao su,nấm hồng,
Asmaitop 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Việt Thắng,lúa,lem lép hạt,
Azo Dino Zop 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty CP Nông dược Nhật Việt,hoa hồng,đốm đen,
Azodife 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty CP SAM,cà phê,thán thư,
Azofenco 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Kital Ltd,lúa,lem lép hạt,
Hametar gold 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Sản phẩm Công nghệ cao,cà phê,thán thư,
Keviar 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty CP Hợp Trí Summit,lúa,khô vằn; lem lép hạt; đạo ôn,
Mastertop 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty CP Giải pháp NN Tiên Tiến,cao su; cà phê; hồ tiêu; lúa,lem lép hạt; thán thư; vàng rụng lá,
Moneys 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Albaugh Asia Pacific Limited,hoa hồng; lúa,lem lép hạt; phấn trắng; đạo ôn,
Ohho 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Nam Bộ,lúa,lem lép hạt,
Phaybuc 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty CP Tập đoàn King Elong,lạc,chết ẻo cây con,
Star.top 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty CP Đồng Xanh,lúa,đạo ôn,
Supreme 325 SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Alfa (Sài gòn),lúa,khô vằn; lem lép hạt; đạo ôn,
Topmystar 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Hoá sinh Á Châu,lúa,lem lép hạt,
TT-Over 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH TM Tân Thành,cà phê; khoai lang; lúa,khô vằn; lem lép hạt; rỉ sắt; thán thư; vàng lá,
Trobin top 325SC,Azoxystrobin 200g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Phú Nông,cà phê; khoai tây; lúa; lạc; đậu tương,khô vằn; lem lép hạt; lở cổ rễ; rỉ sắt; thán thư; thối gốc; đạo ôn; đốm lá; đốm nâu; đốm vòng,
Citeengold 415SC,Azoxystrobin 255g/l + Difenoconazole 160g/l,Thuốc trừ bệnh,Công ty TNHH VTNN Ngọc Lan,lúa,lem lép hạt,
"Amity top 500SC, 500SG","Azoxystrobin (250g/l), (250g/kg) + Difenoconazole (250g/l), (250g/kg)",Thuốc trừ bệnh,Công ty TNHH Việt Đức,cao su; cà phê; khô; lúa,bạc lá; khô vằn; lem lép hạt; phấn trắng; rỉ sắt; vằn; đạo ôn,
"Myfatop 325SC, 650WP",Azoxystrobin 200g/l (400g/kg) + Difenoconazole 125g/l (250g/kg),Thuốc trừ bệnh,Công ty TNHH An Nông,cà phê; lúa,hạt; lem lép hạt; nấm hồng; đạo ôn,
"Audione 210WP, 250WG, 325SC","Azoxystrobin 10g/kg, (50g/kg), (200g/l) + Difenoconazole 200g/kg, (200g/kg), (125g/l)",Thuốc trừ bệnh,Công ty CP Thuốc BVTV Việt Trung,lem lép; lúa,hạt,
Amass TSC 350SC,Azoxystrobin 200 g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty CP Lion Agrevo,lúa,lem lép hạt,
Ara-super 350SC,Azoxystrobin 200 g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty CP SX - TM - DV Ngọc Tùng,cà phê; hồ tiêu; khoai tây; lúa; đậu tương,chết nhanh; khô vằn; lem lép hạt; rỉ sắt; sương mai; đạo ôn; đốm lá,
Aviso 350SC,Azoxystrobin 200 g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty CP Nông dược HAI,cao su; cà phê; lúa,lem lép hạt; phấn trắng; thán thư; đạo ôn,
Maxtatopgol 350SC,Azoxystrobin 200 g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty CP Quốc tế Agritech Hoa Kỳ,cao su,phấn trắng,
Mi stop 350SC,Azoxystrobin 200 g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH TM Nông Phát,lúa,lem lép hạt,
X-Glider 350SC,Azoxystrobin 200 g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH Agrimatco Việt Nam,cà phê,thán thư,
Hazotop 35SC,Azoxystrobin 20% + Difenoconazole 15%,Thuốc trừ bệnh,Công ty CP TM Hải Ánh,hồ tiêu,thán thư,
Navitop 35SC,Azoxystrobin 20% + Difenoconazole 15%,Thuốc trừ bệnh,Công ty CP Khử trùng Nam Việt,cà phê,khô cành; khô quả,
Anmisdotop 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty CP XNK Nông dược Hoàng Ân,lúa,khô vằn; lem lép hạt; đạo ôn,
Asmiltatop Super 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH TM DV Nông Trang,lúa,lem lép hạt; đạo ôn,
Azotop 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV MeKong,hồ tiêu; lúa,lem lép hạt; thán thư; đạo ôn,
Azosaic 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty CP Hoá chất Nông nghiệp và Công nghiệp AIC,lúa,lem lép hạt,
Bi-a 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH TM DV Tấn Hưng,lúa,khô vằn; lem lép hạt; đạo ôn,
Dovatop 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV Đồng Vàng,cao su; cà phê; hồ tiêu; khoai môn; lúa; điều,chết nhanh; khô quả; khô vằn; lem lép hạt; nấm hồng; thán thư; vàng rụng lá; đạo ôn,
"Help 400SC, 400OD",Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH ADC,cà phê; hoa hồng; hồ tiêu; lúa,khô vằn; lem lép hạt; thán thư; thư; đạo ôn; đốm nâu,
Paramax 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH TM và SX Ngọc Yến,lúa; ngô,khô vằn; lem lép hạt; rỉ sắt; đạo ôn; đốm lá,
Upper 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH TM DV SX XNK Đức Thành,cao su; cà phê; hồ tiêu; lúa; thuốc lá; vàng rụng,chết nhanh; lem lép hạt; lá; lở cổ rễ; nứt thân xì mủ; thán thư; đạo ôn,
Walker 400SC,Azoxystrobin 250g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH Western Agrochemicals,cà phê,thán thư,
Lesthan 40SC,Azoxystrobin 25% + Difenoconazole 15%,Thuốc trừ bệnh,Công ty TNHH Hóa nông Á Châu Hà Nội,cà phê,thán thư,
Uni-rich 40SC,Azoxystrobin 25% + Difenoconazole 15%,Thuốc trừ bệnh,Công ty TNHH World Vision (VN),cà phê; lạc,rỉ sắt,
AU-Perzoxin 48SC,Azoxystrobin 30% + Difenoconazole 18%,Thuốc trừ bệnh,Công ty TNHH Authentique Việt Nam,cà phê,rỉ sắt,
Majetictop 420SC,Azoxystrobin 200g/l + Difenoconazole 220g/l,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Thạnh Hưng,cà phê; lúa,lem lép hạt; rỉ sắt; đốm nâu,
Vk.Lasstop 425SC,Azoxystrobin 250g/l + Difenoconazole 175g/l,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Omega,lúa,lem lép hạt,
Neoamistagold 450SC,Azoxystrobin 325g/l + Difenoconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,lúa,lem lép hạt,
Amitop 450SC,Azoxystrobin 250g/l + Difenoconazole 200g/l,Thuốc trừ bệnh,Công ty TNHH TM Grevo,khoai tây,mốc sương,
A zol 450SC,Azoxystrobin 250g/l + Difenoconazole 200g/l,Thuốc trừ bệnh,Công ty TNHH Kiên Nam,cà phê; khoai tây; lúa; sương; thán,mai; thư; đạo ôn,
Toplusa 450SC,Azoxystrobin 250g/l + Difenoconazole 200g/l,Thuốc trừ bệnh,Công ty TNHH Vipes Việt Nam,lúa,lem lép hạt; đạo ôn,
Jiadeporo 450SC,Azoxystrobin 300g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty CP Jianon Biotech (VN),lúa,lem lép hạt,
Miligo 450SC,Azoxystrobin 300g/l + Difenoconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH Nông Nghiệp Xanh,lúa,lem lép hạt,
Tilgent 450SC,Azoxystrobin 270g/l + Difenoconazole 180g/l,Thuốc trừ bệnh,Công ty CP Nông dược Việt Nam,lúa,đạo ôn,
Novistar 360WP,Azoxystrobin 60g/kg + Difenoconazole 200g/kg + Dimethomorph 100g/kg,Thuốc trừ bệnh,Công ty CP Nông Việt,hồ tiêu; lúa,chết nhanh; lem lép hạt; đạo ôn,
Mitop one 390SC,Azoxystrobin 210 g/l + Difenoconazole 130 g/l + Hexaconazole 50g/l,Thuốc trừ bệnh,Công ty TNHH TM Nông Phát,lúa,lem lép hạt,
Curegold 375SC,Azoxystrobin 200g/l + Difenoconazole 125g/l + Hexaconazole 50g/l,Thuốc trừ bệnh,Công ty TNHH Hóa Nông Lúa Vàng,cà phê; lúa,khô cành khô quả; khô vằn; lem lép hạt; đạo ôn,
Starvil 425SC,Azoxystrobin 200g/l + Difenoconazole 125g/l + Hexaconazole 100g/l,Thuốc trừ bệnh,Công ty TNHH Hóa sinh Á Châu,lúa,lem lép hạt,
Osaka-Top 500SE,Azoxystrobin 200g/l + Difenoconazole 150g/l + Propiconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH Hóa sinh Á Châu,lúa,lem lép hạt,
Nacazol-ND 425SC,Azoxystrobin 150g/l + Difenoconazole 250g/l + Tebuconazole 25g/l,Thuốc trừ bệnh,Công ty CP Nông dược Việt Nam,lúa,lem lép hạt,
Athuoctop 480SC,Azoxystrobin 200g/l + Difenoconazole 80 g/l + Tricyclazole 200g/l,Thuốc trừ bệnh,Công ty CP ĐT TM và PTNN ADI,lúa,lem lép hạt,
Mix Perfect 525SC,Azoxystrobin 200g/l + Difenoconazole 125g/l + Tricyclazole 200g/l,Thuốc trừ bệnh,Công ty CP Thuốc sát trùng Việt Nam,cao su; cà phê; lúa,khô vằn; lem lép hạt; nấm hồng; rỉ sắt; vàng rụng lá; đạo ôn,
Tilgermany super 555SC,Azoxystrobin 50g/l + Difenoconazole 250g/l + Tricyclazole 255g/l,Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,lúa,lem lép hạt; đạo ôn,
"Titanicone 327SC, 760WP",Azoxystrobin 20.1g/l (50g/kg) + Difenoconazole 12.6g/l (150g/kg) + Sulfur 294.3g/l (560g/kg),Thuốc trừ bệnh,Công ty CP Thuốc BVTV Việt Trung,lúa,lem lép hạt,
Yezak 25SC,Azoxystrobin 5% + Dimethomorph 20%,Thuốc trừ bệnh,Công ty TNHH hỗ trợ phát triển kỹ thuật và chuyển giao công nghệ,cao su,loét sọc mặt cạo,
Azomor 300WG,Azoxystrobin 200 g/kg (20%) + Dimethomorph 100g/kg (10%),Thuốc trừ bệnh,Công ty CP BVTV Asata Hoa Kỳ,hồ tiêu,chết nhanh,
Diabin 30WG,Azoxystrobin 200 g/kg (20%) + Dimethomorph 100g/kg (10%),Thuốc trừ bệnh,Công ty TNHH MTV BVTV Omega,dưa hấu,sương mai,
Dirobin 30WG,Azoxystrobin 200 g/kg (20%) + Dimethomorph 100g/kg (10%),Thuốc trừ bệnh,Công ty CP Quốc tế Việt Đức,khoai tây,mốc sương,
Azomoonpro 50SC,Azoxystrobin 20% + Dimethomorph 30%,Thuốc trừ bệnh,Công ty TNHH BVTV Akita Việt Nam,xoài,thán thư,
Kanbai 50WP,Azoxystrobin 20% + Dimethomorph 30%,Thuốc trừ bệnh,Công ty CP Nông dược Quốc tế Nhật Bản,cải bắp; dưa chuột,giả sương mai; đốm vòng,
Avatop 60WG,Azoxystrobin 20% + Dimethomorph 40%,Thuốc trừ bệnh,"Beijing Bioseen Crop Sciences Co., Ltd",dưa hấu; vải,sương mai,
Azofox 40SC,Azoxystrobin 20% + Dimethomorph 20%,Thuốc trừ bệnh,Công ty TNHH BVTV Thảo Điền,dưa chuột,giả sương mai,
Chusen 40SC,Azoxystrobin 20% + Dimethomorph 20%,Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV Bông Sen Vàng,hoa hồng; sầu riêng,thán thư; xì mủ,
Map hero 340WP,Azoxystrobin 60g/kg + Dimethomorph 30g/kg + Fosetyl-aluminium 250g/kg,Thuốc trừ bệnh,Map Pacific Pte Ltd,bắp cải; cà chua; dưa gang; dưa hấu; nho; thanh long,giả sương mai; mốc sương; nứt thân chảy nhựa; sương mai; thán thư; thối thân; đốm nâu; đốm vòng,
"Lk-Vill @ 450SC, 750WG",Azoxystrobin 250 g/l (250g/kg) + Fenoxanil 200g/l (500g/kg),Thuốc trừ bệnh,Công ty TNHH Hoá sinh Á Châu,lúa,lem lép hạt; ôn,
"Omega 325WP, 400SC",Azoxystrobin 200g/kg (250g/l) + Fenoxanil 125g/kg (150g/l),Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV MeKong,bắp cải; cam; hành; lem lép; lúa,ghẻ nhám; hạt; sương mai; sẹo; đạo ôn; đốm vòng,
Stop Bgo 40SC,Azoxystrobin 20% + Fenoxanil 20%,Thuốc trừ bệnh,Công ty TNHH TM Nam Hải Group,ngô,gỉ sắt,
Baola 400SC,Azoxystrobin 200g/l + Fenoxanil 200g/l,Thuốc trừ bệnh,Công ty TNHH Tấn Hưng Việt Nam,lạc,đốm nâu,
Trobin plus 400SC,Azoxystrobin 200g/l + Fenoxanil 200g/l,Thuốc trừ bệnh,Công ty TNHH Phú Nông,lúa,lem lép hạt; đạo ôn,
